Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	244	-	2475	-	1	-	0.463339436072
	2.	277	-	2128	-	1	-	0.470688999005
	3.	287	-	1470	-	1	-	0.47970766076
	4.	205	-	1530	-	1	-	0.482462501055
	5.	239	-	1380	-	2	-	0.483205885936
	6.	290	-	1950	-	67	-	0.0

Clusters:

	244
	277
	287
	205
	239
	275
	290
	242, 289
	200, 203, 206, 207, 212, 213, 215, 217, 218, 219, 220, 221, 224, 225, 226, 227, 228, 229, 230, 231, 232, 233, 234, 235, 236, 237, 238, 240, 241, 243, 245, 246, 249, 250, 251, 252, 254, 255, 260, 261, 263, 264, 265, 267, 269, 270, 271, 272, 273, 274, 279, 280, 281, 283, 284, 286, 288, 291, 292, 293, 295, 296, 297, 299

DB Index:				2.03112982611
Average Silhouette Coefficient:	-0.174186186202
