Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	244	-	2475	-	1	-	0.463339436072
	2.	277	-	2128	-	1	-	0.470688999005
	3.	287	-	1470	-	1	-	0.47970766076
	4.	205	-	1530	-	1	-	0.482462501055
	5.	239	-	1380	-	2	-	0.483205885936
	6.	290	-	1950	-	3	-	0.505465536839
	7.	232	-	1196	-	2	-	0.516572077955
	8.	250	-	1295	-	1	-	0.530019919458
	9.	206	-	1150	-	1	-	0.543796877357
	10.	269	-	990	-	1	-	0.539145385962
	11.	215	-	924	-	2	-	0.552299248739
	12.	230	-	700	-	1	-	0.566167848258
	13.	246	-	702	-	1	-	0.564698723736
	14.	261	-	682	-	2	-	0.580452553982
	15.	284	-	638	-	2	-	0.59893819816
	16.	235	-	616	-	3	-	0.596082842131
	17.	280	-	525	-	1	-	0.598366561821
	18.	281	-	690	-	1	-	0.606174090189
	19.	265	-	432	-	1	-	0.608558601892
	20.	213	-	624	-	2	-	0.650276209579
	21.	240	-	375	-	3	-	0.675389055389
	22.	267	-	340	-	23	-	0.659702062643
	23.	227	-	64	-	1	-	0.606845238095
	24.	245	-	70	-	1	-	0.651746031746
	25.	226	-	40	-	15	-	0.0

Clusters:

	244
	277
	287
	205
	239
	275
	290
	242, 289
	232
	295
	250
	206
	269
	215
	249
	230
	246
	261
	260
	284
	283
	235
	236, 237
	280
	281
	265
	213
	212
	240
	297
	238
	267
	296
	200, 203, 217, 218, 219, 220, 221, 224, 225, 228, 229, 231, 233, 234, 241, 243, 254, 255, 292, 293, 299
	227
	245
	226
	251, 252, 263, 264, 270, 271, 272, 273, 274, 279, 286, 288, 291
	207

DB Index:				1.64697096633
Average Silhouette Coefficient:	0.322921941595
