Top Items Removed:

	#	-	Item	-	Rank	-	Nodes Removed	-	Clustering Coefficient

	1.	244	-	2475	-	1	-	0.463339436072
	2.	277	-	2128	-	1	-	0.470688999005
	3.	287	-	1470	-	1	-	0.47970766076
	4.	205	-	1530	-	1	-	0.482462501055
	5.	239	-	1380	-	2	-	0.483205885936
	6.	290	-	1950	-	1	-	0.490148399359
	7.	232	-	1242	-	2	-	0.500429200519
	8.	250	-	1332	-	1	-	0.513193890269
	9.	206	-	1175	-	1	-	0.526255042604
	10.	269	-	1020	-	1	-	0.521468488061
	11.	215	-	957	-	2	-	0.533577240307
	12.	213	-	725	-	2	-	0.546323602438
	13.	265	-	800	-	1	-	0.55392613339
	14.	230	-	875	-	1	-	0.576095117004
	15.	246	-	612	-	1	-	0.574782624783
	16.	280	-	567	-	1	-	0.576446980692
	17.	281	-	825	-	1	-	0.58121349804
	18.	261	-	476	-	2	-	0.598682706183
	19.	252	-	468	-	1	-	0.597764990112
	20.	240	-	442	-	3	-	0.595422572596
	21.	267	-	437	-	2	-	0.624193861694
	22.	284	-	460	-	2	-	0.655173265888
	23.	227	-	378	-	1	-	0.631421288738
	24.	245	-	420	-	1	-	0.64851995227
	25.	235	-	288	-	1	-	0.606215010061
	26.	226	-	260	-	2	-	0.640785190785
	27.	234	-	209	-	1	-	0.651431901432
	28.	219	-	180	-	1	-	0.64596165739
	29.	221	-	182	-	1	-	0.652928444105
	30.	229	-	126	-	1	-	0.602201670383
	31.	286	-	88	-	3	-	0.589882154882
	32.	225	-	48	-	2	-	0.607171201814
	33.	299	-	35	-	1	-	0.597295708407
	34.	271	-	24	-	1	-	0.590598290598
	35.	241	-	14	-	2	-	0.566964285714
	36.	224	-	9	-	1	-	0.596273291925
	37.	228	-	9	-	1	-	0.631168831169
	38.	288	-	8	-	1	-	0.666666666667
	39.	291	-	8	-	1	-	0.71
	40.	203	-	6	-	1	-	0.715789473684
	41.	200	-	4	-	1	-	0.733333333333
	42.	263	-	2	-	1	-	0.725490196078
	43.	264	-	3	-	1	-	0.75
	44.	217	-	1	-	1	-	0.6
	45.	218	-	1	-	2	-	0.692307692308
	46.	233	-	1	-	1	-	0.666666666667
	47.	236	-	1	-	2	-	0.8
	48.	242	-	1	-	2	-	1.0
	49.	243	-	1	-	1	-	1.0
	50.	255	-	1	-	1	-	0.666666666667
	51.	270	-	1	-	1	-	0.6
	52.	272	-	1	-	1	-	0.0
	53.	273	-	1	-	2	-	0.0
	54.	292	-	1	-	2	-	0.0

Clusters:

	244
	277
	287
	205
	239
	275
	290
	232
	295
	250
	206
	269
	215
	249
	213
	212
	265
	230
	246
	280
	281
	261
	260
	252
	240
	297
	238
	267
	296
	284
	283
	227
	245
	235
	226
	207
	234
	219
	221
	229
	286
	251
	279
	225
	231
	299
	271
	241
	254
	224
	228
	288
	291
	203
	200
	263
	264
	217
	218
	220
	233
	236
	237
	242
	289
	243
	255
	270
	272
	273
	274
	292
	293

DB Index:				inf
Average Silhouette Coefficient:	1.0
